SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),x00197,360,BRCA ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),x00693,361,ANRO BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),x00417,362,BRCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta hutchinsii/canadensis,Cackling/Canada Goose,y00470,363,BRCA BRHU,CCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),y00765,364,BRCA BRHU ANRO ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta sandvicensis,Hawaiian Goose,hawgoo,365,BRSA,HAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta leucopsis x sandvicensis,Barnacle x Hawaiian Goose (hybrid),x01139,366,BRSA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta ruficollis,Red-breasted Goose,rebgoo1,367,BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),x00939,368,BRRU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta bernicla x ruficollis,Brant x Red-breasted Goose (hybrid),x00996,369,BRBE BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),x00365,370,BRRU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Branta sp.,Branta sp.,branta1,371,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,372,CENO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Stictonetta naevosa,Freckled Duck,freduc1,375,STNA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,376,CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus olor,Mute Swan,mutswa,377,CYOL,MUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),x00366,378,ANAN CYOL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus atratus,Black Swan,blkswa,379,CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus olor x atratus,Mute x Black Swan (hybrid),x01037,380,CYOL CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus melancoryphus,Black-necked Swan,blnswa2,381,CYME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus buccinator,Trumpeter Swan,truswa,382,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,383,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus columbianus,Tundra Swan,tunswa,384,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,385,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa
Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,386,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa
Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,387,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa
Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,388,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,389,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus cygnus,Whooper Swan,whoswa,390,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),x00997,391,CYOL CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,392,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,393,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cygnus sp.,swan sp.,swan1,394,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Coscoroba coscoroba,Coscoroba Swan,cosswa1,395,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sarkidiornis melanotos,Knob-billed Duck,comduc2,396,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sarkidiornis sylvicola,Comb Duck,comduc3,397,SASY,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,398,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Oressochen jubatus,Orinoco Goose,origoo1,399,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Oressochen melanopterus,Andean Goose,andgoo1,400,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga picta,Upland Goose,uplgoo1,401,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,404,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1
Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,405,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1
Chloephaga hybrida,Kelp Goose,kelgoo1,406,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,409,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,410,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),x01120,411,CHPO CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chloephaga sp.,Chloephaga sp.,chloep1,412,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anatidae (goose sp.),goose sp.,goose1,413,,UNGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Radjah radjah,Radjah Shelduck,radshe1,414,RARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Alopochen aegyptiaca,Egyptian Goose,egygoo,417,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sarkidiornis melanotos x Alopochen aegyptiaca,Knob-billed Duck x Egyptian Goose (hybrid),x01177,418,SAME ALAE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Alopochen mauritiana,Mauritius Shelduck,maushe1,419,ALMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Alopochen kervazoi,Reunion Shelduck,reushe1,420,ALKE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna ferruginea,Ruddy Shelduck,rudshe,421,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,422,ALAE TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna cana,South African Shelduck,soashe1,423,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna tadornoides,Australian Shelduck,ausshe1,424,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna variegata,Paradise Shelduck,parshe1,425,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna tadorna,Common Shelduck,comshe,426,TATA,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,427,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna cristata,Crested Shelduck,creshe1,428,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Plectropterus gambensis,Spur-winged Goose,spwgoo1,429,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,430,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1
Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,431,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,432,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,433,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,434,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,flistd1
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,435,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tachyeres brachypterus (Flightless),Falkland Steamer-Duck (Flightless),falstd2,436,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1
Tachyeres brachypterus (Flying),Falkland Steamer-Duck (Flying),falstd3,437,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,438,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tachyeres patachonicus/leucocephalus,Flying/White-headed Steamer-Duck,y01376,439,TAPA TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tachyeres sp.,steamer-duck sp.,steame1,440,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Lophonetta specularioides,Crested Duck,creduc1,441,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Speculanas specularis,Spectacled Duck,speduc2,444,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cairina moschata,Muscovy Duck,musduc,445,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc3,446,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc
Alopochen aegyptiaca x Cairina moschata,Egyptian Goose x Muscovy Duck (hybrid),x01045,447,ALAE CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,448,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,449,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Nettapus pulchellus/coromandelianus,Green/Cotton Pygmy-Goose,y01228,452,NEPU NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Nettapus auritus,African Pygmy-Goose,afrpyg1,453,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Callonetta leucophrys,Ringed Teal,rintea1,454,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix sponsa,Wood Duck,wooduc,455,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,456,TATA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix galericulata,Mandarin Duck,manduc,457,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,458,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chenonetta jubata,Maned Duck,manduc1,459,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Chenonetta finschi,Finsch's Duck,finduc1,460,CHFI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Amazonetta brasiliensis,Brazilian Teal,bratea1,461,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix sponsa x Amazonetta brasiliensis,Wood Duck x Brazilian Teal (hybrid),x01178,464,AMBR AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,465,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Merganetta armata,Torrent Duck,torduc1,468,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Merganetta armata leucogenis/colombiana,Torrent Duck (Colombian),torduc8,469,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1
Merganetta armata turneri,Torrent Duck (Black-bellied),torduc4,472,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1
Merganetta armata garleppi/berlepschi,Torrent Duck (Bolivian),torduc9,473,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1
Merganetta armata armata,Torrent Duck (Patagonian),torduc7,476,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1
Salvadorina waigiuensis,Salvadori's Teal,saltea1,477,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sibirionetta formosa,Baikal Teal,baitea,478,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula querquedula,Garganey,gargan,479,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula hottentota,Blue-billed Teal,hottea1,480,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula versicolor,Silver Teal,siltea1,481,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula puna,Puna Teal,puntea1,484,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula discors,Blue-winged Teal,buwtea,485,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sibirionetta formosa x Spatula discors,Baikal x Blue-winged Teal (hybrid),x01179,486,SPDI SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula cyanoptera,Cinnamon Teal,cintea,487,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula cyanoptera septentrionalium,Cinnamon Teal (Northern),cintea1,488,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea
Spatula cyanoptera [orinoma Group],Cinnamon Teal (Andean),cintea6,489,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea
Spatula cyanoptera cyanoptera,Cinnamon Teal (Southern),cintea5,493,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,494,SPDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,y00314,495,SPDI SPCY,BCTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula platalea,Red Shoveler,redsho1,496,SPPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula smithii,Cape Shoveler,capsho1,497,SPSM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula rhynchotis,Australasian Shoveler,aussho1,498,SPRH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula clypeata,Northern Shoveler,norsho,501,SPCL,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,502,SPCL SPQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,503,SPDI SPCL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,504,SPCL SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera,Gadwall,gadwal,505,MAST,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera strepera,Gadwall (Common),gadwal1,506,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal
Mareca strepera couesi,Gadwall (Coues's),gadwal2,507,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,508,SPCL MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca falcata,Falcated Duck,falduc,509,MAFA,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sibirionetta formosa x Mareca falcata,Baikal Teal x Falcated Duck (hybrid),x00368,510,MAFA SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera x falcata,Gadwall x Falcated Duck (hybrid),x00369,511,MAFA MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca penelope,Eurasian Wigeon,eurwig,512,MAPE,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Sibirionetta formosa x Mareca penelope,Baikal Teal x Eurasian Wigeon (hybrid),x01219,513,SIFO MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula clypeata x Mareca penelope,Northern Shoveler x Eurasian Wigeon (hybrid),x01140,514,SPCL MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,515,MAPE MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca falcata x penelope,Falcated Duck x Eurasian Wigeon (hybrid),x01220,516,MAFA MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca americana,American Wigeon,amewig,517,MAAM,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,518,AISP MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula discors x Mareca americana,Blue-winged Teal x American Wigeon (hybrid),x00370,519,SPDI MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,520,SPCL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,521,MAST MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca penelope x americana,Eurasian x American Wigeon (hybrid),x00421,522,MAPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca penelope/americana,Eurasian/American Wigeon,y00670,523,MAPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca sibilatrix,Chiloe Wigeon,chiwig1,524,MASI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca penelope x sibilatrix,Eurasian x Chiloe Wigeon (hybrid),x00998,525,MASI MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca marecula,Amsterdam Duck,amsduc1,526,MAMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas sparsa,African Black Duck,afbduc1,527,ANSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas undulata,Yellow-billed Duck,yebduc1,530,ANUN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas melleri,Meller's Duck,melduc1,533,ANME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas superciliosa,Pacific Black Duck,pabduc1,534,ANSU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas laysanensis,Laysan Duck,layduc,537,ANLA,LAYD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas wyvilliana,Hawaiian Duck,hawduc,538,ANWY,HAWD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas luzonica,Philippine Duck,phiduc1,539,ANLU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,540,ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,543,ANZO,ESBD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas poecilorhyncha/zonorhyncha,Indian/Eastern Spot-billed Duck,y00830,544,ANZO ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas platyrhynchos,Mallard,mallar3,545,ANPL,MALL,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas platyrhynchos (Domestic type),Mallard (Domestic type),mallar2,548,ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,mallar3
Alopochen aegyptiaca x Anas platyrhynchos,Egyptian Goose x Mallard (hybrid),x01147,549,ALAE ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Tadorna ferruginea x Anas platyrhynchos,Ruddy Shelduck x Mallard (hybrid),x01148,550,TAFE ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),mdxmal1,551,CAMO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),x00205,552,ANPL AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Spatula clypeata x Anas platyrhynchos,Northern Shoveler x Mallard (hybrid),x00612,553,SPCL ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),x00420,554,MAST ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca falcata x Anas platyrhynchos,Falcated Duck x Mallard (hybrid),x01221,555,MAFA ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca penelope x Anas platyrhynchos,Eurasian Wigeon x Mallard (hybrid),x00647,556,MAPE ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca americana x Anas platyrhynchos,American Wigeon x Mallard (hybrid),x00611,557,ANPL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas sparsa x platyrhynchos,African Black Duck x Mallard (hybrid),x01149,558,ANSP ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),x00760,559,ANUN ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas superciliosa x platyrhynchos,Pacific Black Duck x Mallard (hybrid),x00458,560,ANSU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas wyvilliana x platyrhynchos,Hawaiian Duck x Mallard (hybrid),x00423,561,ANWY ANPL,MHDH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas poecilorhyncha x platyrhynchos,Indian Spot-billed Duck x Mallard (hybrid),x00834,562,ANPO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas zonorhyncha x platyrhynchos,Eastern Spot-billed Duck x Mallard (hybrid),x00835,563,ANZO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas superciliosa/platyrhynchos,Pacific Black Duck/Mallard,y01128,564,ANSU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas wyvilliana/platyrhynchos,Hawaiian Duck/Mallard,y01129,565,ANWY ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas poecilorhyncha/platyrhynchos,Indian Spot-billed Duck/Mallard,y01130,566,ANPO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas zonorhyncha/platyrhynchos,Eastern Spot-billed Duck/Mallard,y01131,567,ANZO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas diazi,Mexican Duck,mexduc,568,ANDI,MEDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas platyrhynchos x diazi,Mallard x Mexican Duck (hybrid),mallar4,569,ANDI ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas platyrhynchos/diazi,Mallard/Mexican Duck,mallar,570,ANDI ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Anas rubripes,American Black Duck,ambduc,571,ANRU,ABDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
Mareca americana x Anas rubripes,American Wigeon x American Black Duck (hybrid),x00941,572,ANRU MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,
