SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Geothlypis trichas,Common Yellowthroat,comyel,34028,GETR,COYE,Passeriformes,New World Warblers,Parulidae,
Geothlypis trichas [arizela Group],Common Yellowthroat (arizela Group),comyel1,34029,GETR,,Passeriformes,New World Warblers,Parulidae,comyel
Geothlypis trichas [melanops Group],Common Yellowthroat (melanops Group),comyel2,34033,GETR,,Passeriformes,New World Warblers,Parulidae,comyel
Geothlypis trichas [trichas Group],Common Yellowthroat (trichas Group),comyel3,34039,GETR,,Passeriformes,New World Warblers,Parulidae,comyel
Geothlypis trichas insperata,Common Yellowthroat (insperata),comyel5,34043,GETR,,Passeriformes,New World Warblers,Parulidae,comyel
Geothlypis trichas chapalensis,Common Yellowthroat (chapalensis),comyel4,34044,GETR,,Passeriformes,New World Warblers,Parulidae,comyel
Geothlypis poliocephala x trichas,Gray-crowned x Common Yellowthroat (hybrid),x00748,34045,GEPO GETR,,Passeriformes,New World Warblers,Parulidae,
Geothlypis tolmiei x trichas,MacGillivray's Warbler x Common Yellowthroat (hybrid),x00700,34046,GETO GETR,,Passeriformes,New World Warblers,Parulidae,
Geothlypis philadelphia x trichas,Mourning Warbler x Common Yellowthroat (hybrid),x00749,34047,GETR GEPH,,Passeriformes,New World Warblers,Parulidae,
Geothlypis formosa x trichas,Kentucky Warbler x Common Yellowthroat (hybrid),x01014,34048,GETR GEFO,,Passeriformes,New World Warblers,Parulidae,
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,34049,GENE,HOYE,Passeriformes,New World Warblers,Parulidae,
Geothlypis sp. (yellowthroat sp.),yellowthroat sp.,yellow7,34052,,,Passeriformes,New World Warblers,Parulidae,
Catharopeza bishopi,Whistling Warbler,whiwar1,34053,CABI,WHIW,Passeriformes,New World Warblers,Parulidae,
Setophaga plumbea,Plumbeous Warbler,pluwar1,34054,SEPL,PLUW,Passeriformes,New World Warblers,Parulidae,
Setophaga angelae,Elfin-woods Warbler,elwwar1,34055,SEAN,EWWA,Passeriformes,New World Warblers,Parulidae,
Setophaga pharetra,Arrowhead Warbler,arrwar1,34056,SEPH,ARRW,Passeriformes,New World Warblers,Parulidae,
Setophaga citrina,Hooded Warbler,hoowar,34057,SECI,HOWA,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla,American Redstart,amered,34058,SERU,AMRE,Passeriformes,New World Warblers,Parulidae,
Setophaga kirtlandii,Kirtland's Warbler,kirwar,34059,SEKI,KIWA,Passeriformes,New World Warblers,Parulidae,
Setophaga tigrina,Cape May Warbler,camwar,34060,SETI,CMWA,Passeriformes,New World Warblers,Parulidae,
Setophaga cerulea,Cerulean Warbler,cerwar,34061,SECE,CERW,Passeriformes,New World Warblers,Parulidae,
Vermivora cyanoptera x Setophaga cerulea,Blue-winged x Cerulean Warbler (hybrid),x00480,34062,VECY SECE,,Passeriformes,New World Warblers,Parulidae,
Setophaga americana,Northern Parula,norpar,34063,SEAM,NOPA,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla x americana,American Redstart x Northern Parula (hybrid),x00750,34064,SEAM SERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga cerulea x americana,Cerulean Warbler x Northern Parula (hybrid),x00711,34065,SEAM SECE,,Passeriformes,New World Warblers,Parulidae,
Setophaga pitiayumi,Tropical Parula,tropar,34066,SEPI,TRPA,Passeriformes,New World Warblers,Parulidae,
Setophaga pitiayumi nigrilora,Tropical Parula (Northeast Mexico),tropar1,34067,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi pulchra,Tropical Parula (West Mexico),tropar2,34068,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi insularis,Tropical Parula (Tres Marias Is.),tropar3,34069,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi graysoni,Tropical Parula (Socorro I.),tropar4,34070,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi inornata,Tropical Parula (Middle American),tropar5,34071,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi cirrha,Tropical Parula (Coiba I.),tropar7,34072,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga pitiayumi [pitiayumi Group],Tropical Parula (South American),tropar9,34073,SEPI,,Passeriformes,New World Warblers,Parulidae,tropar
Setophaga americana x pitiayumi,Northern x Tropical Parula (hybrid),x00203,34077,SEAM SEPI,,Passeriformes,New World Warblers,Parulidae,
Setophaga americana/pitiayumi,Northern/Tropical Parula,y00827,34078,SEAM SEPI,,Passeriformes,New World Warblers,Parulidae,
Setophaga magnolia,Magnolia Warbler,magwar,34079,SEMA,MAWA,Passeriformes,New World Warblers,Parulidae,
Leiothlypis ruficapilla x Setophaga magnolia,Nashville x Magnolia Warbler (hybrid),x00820,34080,SEMA LERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla x magnolia,American Redstart x Magnolia Warbler (hybrid),x01072,34081,SEMA SERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga tigrina x magnolia,Cape May x Magnolia Warbler (hybrid),x01073,34082,SEMA SETI,,Passeriformes,New World Warblers,Parulidae,
Setophaga castanea,Bay-breasted Warbler,babwar,34083,SECA,BBWA,Passeriformes,New World Warblers,Parulidae,
Setophaga fusca,Blackburnian Warbler,bkbwar,34084,SEFU,BLBW,Passeriformes,New World Warblers,Parulidae,
Mniotilta varia x Setophaga fusca,Black-and-white x Blackburnian Warbler (hybrid),x01250,34085,MNVA SEFU,,Passeriformes,New World Warblers,Parulidae,
Setophaga castanea x fusca,Bay-breasted x Blackburnian Warbler (hybrid),x00821,34086,SECA SEFU,,Passeriformes,New World Warblers,Parulidae,
Setophaga aestiva,Northern Yellow Warbler,yelwar1,34087,SEAE,,Passeriformes,New World Warblers,Parulidae,
Geothlypis trichas x Setophaga aestiva,Common Yellowthroat x Northern Yellow Warbler (hybrid),x00701,34094,SEAE GETR,,Passeriformes,New World Warblers,Parulidae,
Setophaga citrina x aestiva,Hooded x Northern Yellow Warbler (hybrid),x00822,34095,SEAE SECI,,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla x aestiva,American Redstart x Northern Yellow Warbler (hybrid),x00481,34096,SEAE SERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga petechia,Mangrove Yellow Warbler,manwar1,34097,SEPE,MANW,Passeriformes,New World Warblers,Parulidae,
Setophaga petechia [castaneiceps Group],Mangrove Yellow Warbler (Mexican),maywar2,34098,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia [erithachorides Group],Mangrove Yellow Warbler (Panama),maywar1,34104,SEPE,MANW,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia peruviana,Mangrove Yellow Warbler (Ecuadorian),yelwar21,34110,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia aureola,Mangrove Yellow Warbler (Galapagos),yelwar3,34111,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia rufivertex,Mangrove Yellow Warbler (Cozumel),yelwar22,34112,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia flavida/armouri,Mangrove Yellow Warbler (San Andres),maywar3,34113,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia [albicollis Group],Mangrove Yellow Warbler (Greater Antillean),yelwar2,34116,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia [petechia Group],Mangrove Yellow Warbler (Lesser Antillean),maywar4,34122,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia ruficapilla,Mangrove Yellow Warbler (Martinique),yelwar31,34130,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga petechia [castaneiceps Group] x rufivertex,Mangrove Yellow Warbler (Mexican x Cozumel),yelwar4,34131,SEPE,,Passeriformes,New World Warblers,Parulidae,manwar1
Setophaga aestiva/petechia,Northern/Mangrove Yellow Warbler,yelwar,34132,SEAE SEPE,YEWA,Passeriformes,New World Warblers,Parulidae,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,34133,SEPE,CSWA,Passeriformes,New World Warblers,Parulidae,
Vermivora chrysoptera x cyanoptera (F1 hybrid) x Setophaga pensylvanica,Brewster's x Chestnut-sided Warbler (hybrid),x01162,34134,VECH VECY,,Passeriformes,New World Warblers,Parulidae,
Mniotilta varia x Setophaga pensylvanica,Black-and-white x Chestnut-sided Warbler (hybrid),x01216,34135,MNVA SEPE,,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla x pensylvanica,American Redstart x Chestnut-sided Warbler (hybrid),x01163,34136,SEPE SERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga magnolia x pensylvanica,Magnolia x Chestnut-sided Warbler (hybrid),x00772,34137,SEMA SEPE,,Passeriformes,New World Warblers,Parulidae,
Setophaga striata,Blackpoll Warbler,bkpwar,34138,SEST,BLPW,Passeriformes,New World Warblers,Parulidae,
Setophaga castanea x striata,Bay-breasted x Blackpoll Warbler (hybrid),x00894,34139,SEST SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga castanea/striata,Bay-breasted/Blackpoll Warbler,y00627,34140,SEST SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,34141,SECA,BTBW,Passeriformes,New World Warblers,Parulidae,
Setophaga cerulea x caerulescens,Cerulean x Black-throated Blue Warbler (hybrid),x00482,34144,SECA SECE,,Passeriformes,New World Warblers,Parulidae,
Setophaga magnolia x caerulescens,Magnolia x Black-throated Blue Warbler (hybrid),x00978,34145,SEMA SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga aestiva x caerulescens,Northern Yellow x Black-throated Blue Warbler (hybrid),x01015,34146,SEAE SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga pensylvanica x caerulescens,Chestnut-sided x Black-throated Blue Warbler (hybrid),x00483,34147,SEPE SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga palmarum,Palm Warbler,palwar,34148,SEPA,PAWA,Passeriformes,New World Warblers,Parulidae,
Setophaga palmarum palmarum,Palm Warbler (Western),palwar3,34149,SEPA,WPWA,Passeriformes,New World Warblers,Parulidae,palwar
Setophaga palmarum hypochrysea,Palm Warbler (Yellow),palwar4,34150,SEPA,YPWA,Passeriformes,New World Warblers,Parulidae,palwar
Setophaga magnolia x palmarum,Magnolia x Palm Warbler (hybrid),x00979,34151,SEMA SEPA,,Passeriformes,New World Warblers,Parulidae,
Setophaga pityophila,Olive-capped Warbler,olcwar1,34152,SEPI,OCAW,Passeriformes,New World Warblers,Parulidae,
Setophaga pinus,Pine Warbler,pinwar,34153,SEPI,PIWA,Passeriformes,New World Warblers,Parulidae,
Junco hyemalis/Setophaga pinus,Dark-eyed Junco/Pine Warbler,y00433,34158,SEPI JUHY,,Passeriformes,,,
Setophaga coronata,Yellow-rumped Warbler,yerwar,34159,SECO,YRWA,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata coronata,Yellow-rumped Warbler (Myrtle),myrwar,34160,SECO,MYWA,Passeriformes,New World Warblers,Parulidae,yerwar
Setophaga coronata auduboni,Yellow-rumped Warbler (Audubon's),audwar,34161,SECO,AUWA,Passeriformes,New World Warblers,Parulidae,yerwar
Setophaga coronata coronata x auduboni,Yellow-rumped Warbler (Myrtle x Audubon's),yerwar3,34162,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar
Setophaga coronata nigrifrons,Yellow-rumped Warbler (West Mexico),yerwar1,34163,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar
Setophaga coronata goldmani,Yellow-rumped Warbler (Goldman's),yerwar2,34164,SECO,,Passeriformes,New World Warblers,Parulidae,yerwar
Setophaga tigrina x coronata,Cape May x Yellow-rumped Warbler (hybrid),x00980,34165,SECO SETI,,Passeriformes,New World Warblers,Parulidae,
Setophaga americana x coronata,Northern Parula x Yellow-rumped Warbler (hybrid),x01251,34166,SECO SEAM,,Passeriformes,New World Warblers,Parulidae,
Setophaga magnolia x coronata,Magnolia x Yellow-rumped Warbler (hybrid),x00773,34167,SEMA SECO,,Passeriformes,New World Warblers,Parulidae,
Setophaga pensylvanica x coronata,Chestnut-sided x Yellow-rumped Warbler (hybrid),x01252,34168,SECO SEPE,,Passeriformes,New World Warblers,Parulidae,
Setophaga caerulescens x coronata,Black-throated Blue x Yellow-rumped Warbler (hybrid),x01202,34169,SECO SECA,,Passeriformes,New World Warblers,Parulidae,
Setophaga palmarum x coronata,Palm x Yellow-rumped Warbler (hybrid),x00461,34170,SECO SEPA,,Passeriformes,New World Warblers,Parulidae,
Setophaga dominica,Yellow-throated Warbler,yetwar,34171,SEDO,YTWA,Passeriformes,New World Warblers,Parulidae,
Setophaga dominica albilora,Yellow-throated Warbler (albilora),yetwar1,34172,SEDO,,Passeriformes,New World Warblers,Parulidae,yetwar
Setophaga dominica dominica/stoddardi,Yellow-throated Warbler (dominica/stoddardi),yetwar2,34173,SEDO,,Passeriformes,New World Warblers,Parulidae,yetwar
Setophaga americana x dominica,Northern Parula x Yellow-throated Warbler (hybrid),sutwar,34176,SEAM SEDO,SUWA,Passeriformes,New World Warblers,Parulidae,
Setophaga pinus x dominica,Pine x Yellow-throated Warbler (hybrid),x01128,34177,SEPI SEDO,,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x dominica,Yellow-rumped x Yellow-throated Warbler (hybrid),x00937,34178,SECO SEDO,,Passeriformes,New World Warblers,Parulidae,
Setophaga cerulea x dominica,Cerulean x Yellow-throated Warbler (hybrid),x01175,34179,SECE SEDO,,Passeriformes,New World Warblers,Parulidae,
Setophaga flavescens,Bahama Warbler,yetwar3,34180,SEFL,BAHW,Passeriformes,New World Warblers,Parulidae,
Setophaga vitellina,Vitelline Warbler,vitwar1,34181,SEVI,VITW,Passeriformes,New World Warblers,Parulidae,
Setophaga discolor,Prairie Warbler,prawar,34185,SEDI,PRAW,Passeriformes,New World Warblers,Parulidae,
Vermivora cyanoptera x Setophaga discolor,Blue-winged x Prairie Warbler (hybrid),x00719,34188,SEDI VECY,,Passeriformes,New World Warblers,Parulidae,
Setophaga aestiva x discolor,Northern Yellow x Prairie Warbler (hybrid),x00866,34189,SEAE SEDI,,Passeriformes,New World Warblers,Parulidae,
Setophaga ruticilla x discolor,American Redstart x Prairie Warbler (hybrid),x01203,34190,SEDI SERU,,Passeriformes,New World Warblers,Parulidae,
Setophaga adelaidae,Adelaide's Warbler,adewar1,34191,SEAD,ADWA,Passeriformes,New World Warblers,Parulidae,
Setophaga subita,Barbuda Warbler,barwar,34192,SESU,BARW,Passeriformes,New World Warblers,Parulidae,
Setophaga delicata,St. Lucia Warbler,stlwar,34193,SEDE,SLWA,Passeriformes,New World Warblers,Parulidae,
Setophaga graciae,Grace's Warbler,grawar,34194,SEGR,GRWA,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x graciae,Yellow-rumped x Grace's Warbler (hybrid),x00484,34199,SECO SEGR,,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens,Black-throated Gray Warbler,btywar,34200,SENI,BTYW,Passeriformes,New World Warblers,Parulidae,
Setophaga americana x nigrescens,Northern Parula x Black-throated Gray Warbler (hybrid),x01081,34203,SEAM SENI,,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x nigrescens,Yellow-rumped x Black-throated Gray Warbler (hybrid),x00895,34204,SECO SENI,,Passeriformes,New World Warblers,Parulidae,
Setophaga graciae x nigrescens,Grace's x Black-throated Gray Warbler (hybrid),x00639,34205,SENI SEGR,,Passeriformes,New World Warblers,Parulidae,
Setophaga townsendi,Townsend's Warbler,towwar,34206,SETO,TOWA,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x townsendi,Yellow-rumped x Townsend's Warbler (hybrid),x00624,34207,SECO SETO,,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens x townsendi,Black-throated Gray x Townsend's Warbler (hybrid),x00867,34208,SENI SETO,,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens/townsendi,Black-throated Gray/Townsend's Warbler,y01014,34209,SETO SENI,,Passeriformes,New World Warblers,Parulidae,
Setophaga occidentalis,Hermit Warbler,herwar,34210,SEOC,HEWA,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x occidentalis,Yellow-rumped x Hermit Warbler (hybrid),x01074,34211,SECO SEOC,,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens x occidentalis,Black-throated Gray x Hermit Warbler (hybrid),x00485,34212,SEOC SENI,,Passeriformes,New World Warblers,Parulidae,
Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid),x00059,34213,SEOC SETO,THWH,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens/occidentalis,Black-throated Gray/Hermit Warbler,y00605,34214,SEOC SENI,,Passeriformes,New World Warblers,Parulidae,
Setophaga nigrescens/townsendi/occidentalis,Black-throated Gray/Townsend's/Hermit Warbler,y01254,34215,SEOC SENI SETO,,Passeriformes,New World Warblers,Parulidae,
Setophaga townsendi/occidentalis,Townsend's/Hermit Warbler,y00645,34216,SEOC SETO,,Passeriformes,New World Warblers,Parulidae,
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,34217,SECH,GCWA,Passeriformes,New World Warblers,Parulidae,
Setophaga virens,Black-throated Green Warbler,btnwar,34218,SEVI,BTNW,Passeriformes,New World Warblers,Parulidae,
Setophaga coronata x virens,Yellow-rumped x Black-throated Green Warbler (hybrid),x00486,34221,SECO SEVI,,Passeriformes,New World Warblers,Parulidae,
Setophaga townsendi x virens,Townsend's x Black-throated Green Warbler (hybrid),x00664,34222,SETO SEVI,,Passeriformes,New World Warblers,Parulidae,
Setophaga sp.,Setophaga sp.,dendro3,34223,,,Passeriformes,New World Warblers,Parulidae,
Euthlypis lachrymosa,Fan-tailed Warbler,fatwar,34224,EULA,FTWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus rufifrons,Rufous-capped Warbler,rucwar,34225,BARU,RCWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus rufifrons [rufifrons Group],Rufous-capped Warbler (rufifrons Group),rucwar2,34226,BARU,,Passeriformes,New World Warblers,Parulidae,rucwar
Basileuterus rufifrons salvini,Rufous-capped Warbler (salvini),rucwar3,34231,BARU,,Passeriformes,New World Warblers,Parulidae,rucwar
Geothlypis trichas x Basileuterus rufifrons,Common Yellowthroat x Rufous-capped Warbler (hybrid),x00751,34232,BARU GETR,,Passeriformes,New World Warblers,Parulidae,
Basileuterus delattrii,Chestnut-capped Warbler,rucwar4,34233,BADE,CCAW,Passeriformes,New World Warblers,Parulidae,
Basileuterus rufifrons/delattrii,Rufous-capped/Chestnut-capped Warbler,y00434,34237,BARU BADE,,Passeriformes,New World Warblers,Parulidae,
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,34238,BAME,BCWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus [undescribed form],Azuero Warbler (undescribed form),azuwar1,34242,,,Passeriformes,New World Warblers,Parulidae,
Basileuterus ignotus,Pirre Warbler,pirwar1,34243,BAIG,PIRW,Passeriformes,New World Warblers,Parulidae,
Basileuterus belli,Golden-browed Warbler,gobwar1,34244,BABE,GBWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus culicivorus,Golden-crowned Warbler,gcrwar,34250,BACU,GCRW,Passeriformes,New World Warblers,Parulidae,
Basileuterus culicivorus [culicivorus Group],Golden-crowned Warbler (Stripe-crowned),gocwar1,34251,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar
Basileuterus culicivorus [cabanisi Group],Golden-crowned Warbler (Cabanis's),gocwar3,34256,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar
Basileuterus culicivorus [auricapilla Group],Golden-crowned Warbler (Golden-crowned),gocwar2,34261,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar
Basileuterus culicivorus hypoleucus,Golden-crowned Warbler (White-bellied),whbwar1,34267,BACU,,Passeriformes,New World Warblers,Parulidae,gcrwar
Basileuterus melanotis,Costa Rican Warbler,thswar5,34268,BAME,CRWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus tacarcunae,Tacarcuna Warbler,thswar9,34269,BATA,TAWA,Passeriformes,New World Warblers,Parulidae,
Basileuterus tristriatus,Three-striped Warbler,thswar1,34270,BATR,,Passeriformes,New World Warblers,Parulidae,
Basileuterus tristriatus sanlucasensis,Three-striped Warbler (San Lucas),thswar3,34271,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus tristriatus daedalus,Three-striped Warbler (daedalus),thswar6,34272,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus tristriatus auricularis,Three-striped Warbler (auricularis),thswar4,34273,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus tristriatus meridanus/bessereri,Three-striped Warbler (Venezuelan),thswar7,34274,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus tristriatus pariae,Three-striped Warbler (Paria),thswar8,34277,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus tristriatus tristriatus/baezae,Three-striped Warbler (Three-striped),thswar10,34278,BATR,,Passeriformes,New World Warblers,Parulidae,thswar1
Basileuterus punctipectus,Yungas Warbler,thswar2,34281,BAPU,,Passeriformes,New World Warblers,Parulidae,
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,34285,BATR,,Passeriformes,New World Warblers,Parulidae,
Basileuterus sp.,Basileuterus sp.,basile1,34288,,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis griseiceps,Gray-headed Warbler,gyhwar1,34289,MYGR,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis basilica,Santa Marta Warbler,samwar1,34290,MYBA,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis luteoviridis,Citrine Warbler,citwar1,34291,MYLU,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis luteoviridis [luteoviridis Group],Citrine Warbler (Northern),citwar2,34292,MYLU,,Passeriformes,New World Warblers,Parulidae,citwar1
Myiothlypis luteoviridis striaticeps,Citrine Warbler (Peruvian),citwar3,34296,MYLU,,Passeriformes,New World Warblers,Parulidae,citwar1
Myiothlypis luteoviridis euophrys,Citrine Warbler (Bolivian),citwar4,34297,MYLU,,Passeriformes,New World Warblers,Parulidae,citwar1
Myiothlypis leucophrys,White-striped Warbler,whswar2,34298,MYLE,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis flaveola,Flavescent Warbler,flawar1,34299,MYFL,,Passeriformes,New World Warblers,Parulidae,
Basileuterus culicivorus x Myiothlypis flaveola,Golden-crowned x Flavescent Warbler (hybrid),x00487,34302,MYFL BACU,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis leucoblephara,White-browed Warbler,whbwar2,34303,MYLE,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis signata,Pale-legged Warbler,palwar1,34304,MYSI,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,34307,MYNI,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,34308,MYFU,BURW,Passeriformes,New World Warblers,Parulidae,
Myiothlypis rivularis,Riverbank Warbler,rivwar1,34315,MYRI,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis rivularis mesoleuca,Riverbank Warbler (Northern),rivwar2,34316,MYRI,,Passeriformes,New World Warblers,Parulidae,rivwar1
Myiothlypis rivularis boliviana,Riverbank Warbler (Bolivian),rivwar5,34317,MYRI,,Passeriformes,New World Warblers,Parulidae,rivwar1
Myiothlypis rivularis rivularis,Riverbank Warbler (Southern),rivwar4,34318,MYRI,,Passeriformes,New World Warblers,Parulidae,rivwar1
Myiothlypis bivittata,Two-banded Warbler,twbwar1,34319,MYBI,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis bivittata roraimae,Two-banded Warbler (Roraiman),twbwar2,34320,MYBI,,Passeriformes,New World Warblers,Parulidae,twbwar1
Myiothlypis bivittata bivittata/argentinae,Two-banded Warbler (Two-banded),twbwar3,34321,MYBI,,Passeriformes,New World Warblers,Parulidae,twbwar1
Myiothlypis chlorophrys,Choco Warbler,gobwar4,34324,MYCH,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis chrysogaster,Cuzco Warbler,gobwar3,34325,MYCH,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis cinereicollis,Gray-throated Warbler,gytwar1,34326,MYCI,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis conspicillata,White-lored Warbler,whlwar1,34330,MYCO,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis fraseri,Gray-and-gold Warbler,gagwar2,34331,MYFR,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis coronata,Russet-crowned Warbler,rucwar1,34334,MYCO,,Passeriformes,New World Warblers,Parulidae,
Myiothlypis sp.,Myiothlypis sp.,myioth1,34343,,,Passeriformes,New World Warblers,Parulidae,
Cardellina canadensis,Canada Warbler,canwar,34344,CACA,CAWA,Passeriformes,New World Warblers,Parulidae,
Setophaga caerulescens x Cardellina canadensis,Black-throated Blue x Canada Warbler (hybrid),x01253,34345,SECA CACA,,Passeriformes,New World Warblers,Parulidae,
Cardellina pusilla,Wilson's Warbler,wlswar,34346,CAPU,WIWA,Passeriformes,New World Warblers,Parulidae,
Cardellina pusilla pileolata,Wilson's Warbler (pileolata),wilwar1,34347,CAPU,,Passeriformes,New World Warblers,Parulidae,wlswar
Cardellina pusilla pusilla,Wilson's Warbler (pusilla),wilwar2,34348,CAPU,,Passeriformes,New World Warblers,Parulidae,wlswar
Cardellina pusilla chryseola,Wilson's Warbler (chryseola),wilwar3,34349,CAPU,,Passeriformes,New World Warblers,Parulidae,wlswar
Cardellina rubrifrons,Red-faced Warbler,refwar,34350,CARU,RFWA,Passeriformes,New World Warblers,Parulidae,
Cardellina rubra,Red Warbler,redwar1,34351,CARU,REWA,Passeriformes,New World Warblers,Parulidae,
Cardellina rubra melanauris,Red Warbler (Gray-cheeked),redwar2,34352,CARU,,Passeriformes,New World Warblers,Parulidae,redwar1
Cardellina rubra rubra/rowleyi,Red Warbler (White-cheeked),redwar3,34353,CARU,,Passeriformes,New World Warblers,Parulidae,redwar1
Cardellina versicolor,Pink-headed Warbler,pihwar1,34356,CAVE,PHWA,Passeriformes,New World Warblers,Parulidae,
Myioborus pictus,Painted Redstart,paired,34357,MYPI,PARE,Passeriformes,New World Warblers,Parulidae,
Myioborus miniatus,Slate-throated Redstart,sltred,34360,MYMI,STRE,Passeriformes,New World Warblers,Parulidae,
Myioborus pictus x miniatus,Painted x Slate-throated Redstart (hybrid),x00896,34373,MYMI MYPI,,Passeriformes,New World Warblers,Parulidae,
Myioborus brunniceps,Brown-capped Redstart,brcred1,34374,MYBR,,Passeriformes,New World Warblers,Parulidae,
Myioborus castaneocapilla,Tepui Redstart,tepred1,34375,MYCA,,Passeriformes,New World Warblers,Parulidae,
Myioborus pariae,Paria Redstart,parred1,34379,MYPA,,Passeriformes,New World Warblers,Parulidae,
Myioborus cardonai,Saffron-breasted Redstart,sabred1,34380,MYCA,,Passeriformes,New World Warblers,Parulidae,
Myioborus albifacies,White-faced Redstart,whfred1,34381,MYAL,,Passeriformes,New World Warblers,Parulidae,
Myioborus torquatus,Collared Redstart,colred1,34382,MYTO,COLR,Passeriformes,New World Warblers,Parulidae,
Myioborus flavivertex,Yellow-crowned Redstart,yecred1,34383,MYFL,,Passeriformes,New World Warblers,Parulidae,
